,SqFootage,ProjType,Rooms,AppType,ProjName,Category,CreYear,LastYear,BOZA,PC,LDT,DRC,Units
2199,2375,restaurant,0,SITEPLAN,SUBWAY RESTAURANT,commercial,2012,2013,Approved,No decision,No decision,No decision,0
2200,23100,mini-warehouse,0,ZONE,STOR-ALL CANE RUN RD,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2201,9350,mini-warehouse,0,SITEPLAN,FORT LOCKS SELF STORAGE,commercial,2012,2013,No decision,No decision,No decision,Approved,0
2202,0,Zoned,0,SUBDIV,10719 DIXIE HWY,minorplat,2012,2013,No decision,No decision,No decision,No decision,0
2203,0,Zoned,0,SUBDIV,ECLIPSE/ ALLSTATE,minorplat,2012,2012,No decision,No decision,Approved,No decision,0
2204,0,Zoned,0,SUBDIV,DOMINION HOMES,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2205,2400,warehouse,0,SITEPLAN,S&S TOOL AND MACHINE COMPANY A,industrial,2012,2013,No decision,No decision,No decision,Approved,0
2206,12480,retail,0,SITEPLAN,DOLLAR GENERAL STORE-NATIONAL,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2207,2400,restaurant,0,SITEPLAN,598 NORTH ENGLISH STATION RD,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2208,0,Zoned,0,SUBDIV,CHILDRESS MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2209,0,Zoned,0,SUBDIV,THE VILLAGES AT ENGLISH STATIO,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2210,0,Zoned,0,SUBDIV,HANCOCK STREET MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2211,0,Zoned,0,SUBDIV,POPLAR LEVEL ROAD MINOR PLAT,minorplat,2012,2013,No decision,No decision,No decision,No decision,0
2212,1588,restaurant,0,ZONE,BUFFALO WILD WINGS,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2213,2563,office,0,SITEPLAN,FAMILY & CHILDREN'S PLACE,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2214,161,restaurant,0,SITEPLAN,McDonald's,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2215,0,Zoned,0,SUBDIV,"SHAKES RUN SECTION 5A, 5B",minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2216,0,Zoned,0,SUBDIV,HURSTBOURNE POINTE,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2217,39743,warehouse,0,SITEPLAN,Dayton Freight,industrial,2012,2013,No decision,No decision,No decision,Approved,0
2218,4680,commercial,0,SITEPLAN,FLAGSHIP TRUCKING,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2219,9877,office,0,ZONE,BAXTER TRACTS,commercial,2012,2014,No decision,Approved,Sent to PC,No decision,0
2220,12500,retail,0,SITEPLAN,RAISING CANE'S CENTER,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2221,2722,restaurant,0,SITEPLAN,RAISING CANE'S CENTER,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2222,0,single-family,0,SUBDIV,RIVERSIDE VILLAGE ADI SUBDIVIS,single family,2012,2012,No decision,No decision,Approved,No decision,0
2223,4819,retail,0,SITEPLAN,CHEDDAR BOX COOLER,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2224,0,Zoned,0,SUBDIV,SIGNATURE POINT MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2225,120000,medical,0,ZONE,NORTON WOMEN'S HOSPITAL KOSAIR,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2226,0,Zoned,0,SUBDIV,"NORTON COMMONS, LOT 467",minorplat,2012,2013,No decision,No decision,No decision,No decision,0
2227,0,single-family,0,SUBDIV,LOCUST CREEK SECTIONS 9A AND 9,single family,2012,2012,No decision,No decision,No decision,No decision,0
2228,0,Zoned,0,SUBDIV,CARRIAGE HOUSE PROJECT,minorplat,2012,2012,No decision,No decision,No decision,Approved,0
2229,14530,medical,0,ZONE,Edward Street Medical Office,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2230,3900,convenience store,0,SITEPLAN,SPEEDWAY,commercial,2012,2012,Approved,No decision,No decision,Approved,0
2231,0,single-family,0,SUBDIV,SPRING CREEK - SECTION 4,single family,2012,2012,No decision,No decision,Approved,No decision,0
2232,0,Zoned,0,SUBDIV,RESIDUAL TRACT 2,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2233,0,Zoned,0,SUBDIV,LOT 562 NORTON COMONS MINOR PL,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2234,9748,retail,0,SITEPLAN,WILSON CROSSING,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2235,7000,mini-warehouse,0,ZONE,STOR-ALL,commercial,2012,2013,No decision,Approved,Sent to PC,No decision,0
2236,11050,mini-warehouse,0,ZONE,STOR-ALL,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2237,4820,retail,0,ZONE,NORFOLK CENTER,commercial,2012,2013,No decision,Approved,Sent to PC,No decision,0
2238,5180,restaurant,0,ZONE,NORFOLK CENTER,commercial,2012,2013,No decision,Approved,Sent to PC,No decision,0
2239,0,multi-family,0,ZONE,The Lofts,multi family,2012,2013,No decision,Approved,Sent to PC,No decision,272
2240,0,Zoned,0,SUBDIV,WHIPPLE RD MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2241,0,Zoned,0,SUBDIV,1441 S 13TH ST,minorplat,2012,2013,No decision,No decision,No decision,No decision,0
2242,180,storage,0,SITEPLAN,VALHALLA GOLF COURSE SHED ADDI,industrial,2012,2014,No decision,No decision,No decision,No decision,0
2243,300000,warehouse,0,SITEPLAN,GEIL LANE WAREHOUSE AND OFFICE,industrial,2012,2012,No decision,No decision,No decision,Approved,0
2244,0,multi-family,0,SITEPLAN,ST.ANTHONY'S LANDING,multi family,2012,2012,No decision,No decision,No decision,No decision,120
2245,2812,restaurant,0,SITEPLAN,BD'S MONGOLIAN GRILL AND BAR,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2246,0,Zoned,0,SUBDIV,JEFFERSON MALL,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2247,0,multi-family,0,SITEPLAN,CEDAR LAKE LODGE,multi family,2012,2012,No decision,No decision,No decision,Approved,9
2248,0,Zoned,0,SUBDIV,ARTHUR ADDITION,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2249,0,Zoned,0,SUBDIV,CHRISTIAN ACADEMY MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2250,0,Zoned,0,SUBDIV,ASH STREET MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2251,7205,warehouse,0,SITEPLAN,LEWIS SEED CO.,industrial,2012,2013,No decision,No decision,No decision,Approved,0
2252,0,Zoned,0,SUBDIV,ST. ANTHONY'S LANDING,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2253,0,Zoned,0,SUBDIV,HICKEY- 3312 BROWNSBORO VISTA,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2254,0,Zoned,0,SUBDIV,2905 FERN VALLEY RD,minorplat,2012,2013,No decision,No decision,No decision,No decision,0
2255,835,religious,0,URBAN,ADDITION TO WOODBOURNE HOUSE,institutional,2012,2012,No decision,No decision,No decision,No decision,0
2256,9500,manufacturing,0,ZONE,ROSEBUD HOLDING COMPANY LLC,industrial,2012,2013,No decision,Approved,Sent to PC,No decision,0
2257,730,auto services,0,ZONE,SWOPE HONDA,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2258,0,Zoned,0,SUBDIV,11806 SEATONVILLE RD MINOR PLA,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2259,3696,medical,0,SITEPLAN,7400 JEFFERSON BOULEVARD,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2260,0,Zoned,0,SUBDIV,MALL ST. MATTHEWS,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2261,37766,medical,0,ZONE,NORTON WOMEN'S SUBURBAN HOSPIT,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2262,14498,retail,0,SITEPLAN,HURSTBOURNE GEM LANE DEVELOPME,commercial,2012,2012,No decision,No decision,Approved,No decision,0
2263,9000,restaurant,0,SITEPLAN,HURSTBOURNE GEM LANE DEVELOPME,commercial,2012,2012,No decision,No decision,Approved,No decision,0
2264,3936,convenience store,0,SITEPLAN,SPEEDWAY,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2265,0,multi-family,0,SITEPLAN,THE VILLAGES AT ENGLISH STATIO,multi family,2012,2012,No decision,No decision,No decision,Approved,646
2266,386,restaurant,0,SITEPLAN,INDI'S FAST FOOD,commercial,2012,2013,No decision,No decision,No decision,Approved,0
2267,0,multi-family,0,ZONE,FAMILY SCHOLAR HOUSE,multi family,2012,2012,No decision,Approved,Sent to PC,No decision,48
2268,0,Zoned,0,SUBDIV,GRAND AVENUE PS,minorplat,2012,2013,No decision,No decision,No decision,No decision,0
2269,300,restaurant,0,SITEPLAN,TEXAS ROADHOUSE RESTAURANT,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2270,11658,medical,0,SITEPLAN,KOMSA REVISED CATEGORY 2B PLAN,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2271,8000,auto services,0,SITEPLAN,BACHMAN AUTO GROUP,commercial,2012,2013,No decision,No decision,No decision,Approved,0
2272,0,Zoned,0,SUBDIV,8701 NATIONAL TURNPIKE,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2273,1688,commercial,0,SITEPLAN,SPRINGFIELD PLUMBING ADDITION,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2274,21125,medical,0,SITEPLAN,ST. MARY'S CENTER,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2275,0,Zoned,0,SUBDIV,ROUTE ROAD MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2276,0,Zoned,0,SUBDIV,STOR-ALL CANE RUN RD,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2277,0,Zoned,0,SUBDIV,STOR-ALL CANE RUN RD,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2278,0,Zoned,0,SUBDIV,HEINE BROTHERS CAFE,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2279,2650,restaurant,0,SITEPLAN,HEINE BROTHERS CAFE,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2280,8320,retail,0,ZONE,FAMILY DOLLAR- W MARKET ST,commercial,2012,2013,No decision,Approved,Sent to PC,No decision,0
2281,0,Zoned,0,SUBDIV,MIDDLETOWN POINTE,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2282,0,Zoned,0,SUBDIV,NOBLE & NASH,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2283,200,auto services,0,SITEPLAN,STEIN AUTOMOTIVE,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2284,31710,auto services,0,ZONE,ENTERPRISE CAR SALES,commercial,2012,2013,No decision,Approved,Sent to PC,No decision,0
2285,200,fuel kiosk,0,SITEPLAN,296 HUBBARDS LANE,commercial,2012,2012,No decision,No decision,No decision,No decision,0
2286,0,Zoned,0,SUBDIV,8907 SHEPERDSVILLE RD,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2287,0,multi-family,0,SITEPLAN,HOUSE OF HOPE,multi family,2012,2012,No decision,No decision,No decision,No decision,11
2288,9900,retail,0,SITEPLAN,MIDDLETOWN POINTE,commercial,2012,2012,No decision,Approved,No decision,No decision,0
2289,4050,restaurant,0,SITEPLAN,MIDDLETOWN POINTE,commercial,2012,2012,No decision,Approved,No decision,No decision,0
2290,5000,office,0,SITEPLAN,MIDDLETOWN POINTE,commercial,2012,2012,No decision,Approved,No decision,No decision,0
2291,0,Zoned,0,SUBDIV,TSB DEVELOPMENT INC,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2292,3600,office,0,SITEPLAN,MINK INVESTMENT,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2293,7565,auto services,0,SITEPLAN,TIRE DISCOUNTERS WESTPORT RD,commercial,2012,2013,No decision,No decision,No decision,Approved,0
2294,8277,retail,0,ZONE,805 BLANKENBAKER PKY,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2295,3573,restaurant,0,ZONE,805 BLANKENBAKER PKY,commercial,2012,2012,Approved,No decision,No decision,No decision,0
2296,0,Zoned,0,SUBDIV,SAINT PATRICK FIELD,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2297,5854,religious,0,SITEPLAN,PEACE PRESBYTERIAN CHURCH,institutional,2012,2012,No decision,No decision,No decision,Approved,0
2298,3375,warehouse,0,SITEPLAN,7200 GRADE LANE,industrial,2012,2012,No decision,No decision,No decision,No decision,0
2299,32200,warehouse,0,SITEPLAN,THREE-H CROSSINGS,industrial,2012,2012,No decision,No decision,No decision,Approved,0
2300,18200,office,0,SITEPLAN,THREE-H CROSSINGS,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2301,8099,restaurant,0,ZONE,Ables Lake,commercial,2012,2012,No decision,Approved,Sent to PC,No decision,0
2302,0,multi-family,0,SITEPLAN,9034 FERN CREEK RD,multi family,2012,2012,No decision,No decision,No decision,No decision,79
2303,0,Zoned,0,SUBDIV,MINOR PLAT,minorplat,2012,2012,No decision,No decision,No decision,No decision,0
2304,3000,retail,0,SITEPLAN,Bluegrass Manor,commercial,2012,2013,No decision,No decision,No decision,Approved,0
2305,4286,restaurant,0,SITEPLAN,Bluegrass Manor,commercial,2012,2013,No decision,No decision,No decision,Approved,0
2306,3200,banking,0,SITEPLAN,BB&T,commercial,2012,2012,No decision,No decision,No decision,Approved,0
2307,11350,office,0,SITEPLAN,ZOELLER PUMP MANUFACTURING PLA,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2308,88000,retail,0,SITEPLAN,"OLD BROWNSBORO CROSSING, LOT A",commercial,2011,2012,Approved,No decision,No decision,Approved,0
2309,0,Zoned,0,SUBDIV,634 FINZER STREET MINOR PLAT,minorplat,2011,2012,No decision,No decision,No decision,Approved,0
2310,3515,restaurant,0,SITEPLAN,WHITE CASTLE RESTAURANT #26,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2311,2560,recreation,0,ZONE,SW FAMILY YMCA CONDITIONAL USE,commercial,2011,2012,Approved,No decision,No decision,No decision,0
2312,9068,auto services,0,SITEPLAN,DISCOUNT TIRE,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2313,0,Zoned,0,SUBDIV,FAMILY DOLLAR,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2314,8400,retail,0,SITEPLAN,FAMILY DOLLAR RETAIL STORE,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2315,2615,funeral home,0,ZONE,LOUISVILLE MEMORIAL GARDENS EA,commercial,2011,2012,No decision,Approved,Sent to PC,No decision,0
2316,0,multi-family,0,SITEPLAN,10405 MORAT AVE,multi family,2011,2012,No decision,No decision,No decision,Approved,270
2317,0,Zoned,0,SUBDIV,NORTON COMMONS,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2318,0,multi-family,0,ZONE,Tyler View Crossing,multi family,2011,2012,No decision,Approved,Sent to PC,No decision,323
2319,0,Zoned,0,SUBDIV,RIVER PARK PLACE,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2320,0,Zoned,0,SUBDIV,TBA PARTNERS,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2321,7000,retail,0,ZONE,5911 BARDSTOWN RD,commercial,2011,2013,No decision,Approved,Sent to PC,No decision,0
2322,7000,office,0,ZONE,5911 BARDSTOWN RD,commercial,2011,2013,No decision,Approved,Sent to PC,No decision,0
2323,0,multi-family,0,ZONE,5911 BARDSTOWN RD,multi family,2011,2013,No decision,Approved,Sent to PC,No decision,30
2324,0,multi-family,0,ZONE,12908 WESTPORT ROAD,multi family,2011,2013,No decision,No decision,No decision,No decision,68
2325,0,Zoned,0,SUBDIV,"VILLAGE MANOR PARTNERS, LTD",minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2326,0,Zoned,0,SUBDIV,12901 TAYLORSVILLE RD,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2327,0,multi-family,0,SITEPLAN,WELLSPRING TONINI APARTMENTS,multi family,2011,2012,Approved,No decision,No decision,No decision,12
2328,0,Zoned,0,SUBDIV,THE MEADOWS OF FOX RUN,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2329,12000,retail,0,ZONE,"REZONING FOR OFFICE, BANK AND",commercial,2011,2012,No decision,Approved,Sent to PC,No decision,0
2330,4500,office,0,ZONE,"REZONING FOR OFFICE, BANK AND",commercial,2011,2012,No decision,Approved,Sent to PC,No decision,0
2331,3600,banking,0,ZONE,"REZONING FOR OFFICE, BANK AND",commercial,2011,2012,No decision,Approved,Sent to PC,No decision,0
2332,14550,retail,0,ZONE,Walgreens,commercial,2011,2013,No decision,Approved,Sent to PC,No decision,0
2333,0,multi-family,0,SITEPLAN,HURSTBOURNE PT,multi family,2011,2012,No decision,No decision,No decision,Approved,48
2334,115745,medical,0,SITEPLAN,OLD BROWNSBORO CROSSING- LOT A,commercial,2011,2013,No decision,No decision,No decision,Approved,0
2335,0,Zoned,0,SUBDIV,Stoltz minor plat,minorplat,2011,2012,No decision,No decision,Approved,No decision,0
2336,0,Zoned,0,SUBDIV,NAM VAN DO MINOR SUBDIVISION,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2337,900,retail,0,SITEPLAN,PARK PLACE MALL,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2338,0,Zoned,0,SUBDIV,CLEARWATER FARM BLVD,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2339,26000,mini-warehouse,0,ZONE,A ANOTHER ROOM SELF STORAGE IN,commercial,2011,2013,No decision,Approved,Sent to PC,No decision,0
2340,0,Zoned,0,SUBDIV,3241 VERMONT AVENUE,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2341,27022,restaurant,0,ZONE,Blankenbaker Station 1 - Tract 3,commercial,2011,2015,No decision,Approved,Sent to PC,No decision,0
2342,58856,movie theatre,0,ZONE,Blankenbaker Station 1 - Tract 3,commercial,2011,2015,No decision,Approved,Sent to PC,No decision,0
2343,51080,commercial,0,ZONE,Blankenbaker Station 1 - Tract 3,commercial,2011,2015,No decision,Approved,Sent to PC,No decision,0
2344,565,restaurant,0,SITEPLAN,HIGHLAND  TAP ROOM GRILL,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2345,2500,banking,0,SITEPLAN,COMMONWEALTH BANK AND TRUST LD,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2346,0,Zoned,0,SUBDIV,CHRIS R. FAITH PROPERTY,minorplat,2011,2012,No decision,No decision,No decision,Approved,0
2347,0,Zoned,0,SUBDIV,STEEDLY POINT,minorplat,2011,2012,No decision,No decision,No decision,Approved,0
2348,3533,religious,0,SITEPLAN,UNITY MISSIONARY BAPTIST CHURC,institutional,2011,2013,Approved,No decision,No decision,No decision,0
2349,8575,restaurant,0,ZONE,600 N ENGLISH STATION RD,commercial,2011,2013,No decision,Approved,Sent to PC,No decision,0
2350,54900,recreation,0,ZONE,600 N ENGLISH STATION RD,commercial,2011,2013,No decision,Approved,Sent to PC,No decision,0
2351,7380,auto services,0,SITEPLAN,TIRE DISCOUNTERS TAYLORSVILLE,commercial,2011,2012,No decision,No decision,No decision,No decision,0
2352,0,Zoned,0,SUBDIV,SAINT DENNIS MINOR PLAT,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2353,0,Zoned,0,SUBDIV,261 EILER AVE,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2354,0,Zoned,0,SUBDIV,1041 ZORN AVE,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2355,44942,recreation,0,SITEPLAN,YMCA-NORTON COMMONS,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2356,3800,convenience store,0,SITEPLAN,NEW CONVENIENCE STORE/ GAS SER,commercial,2011,2011,Approved,No decision,No decision,No decision,0
2357,7000,restaurant,0,SITEPLAN,SPRINGHURST TOWNE CENTER- MEIJ,commercial,2011,2012,No decision,No decision,No decision,No decision,0
2358,10202,religious,0,SITEPLAN,ST. JOHN VIANNEY BUILDING ADDI,institutional,2011,2012,No decision,No decision,No decision,Approved,0
2359,0,assisted living,0,ZONE,SHEPHERD'S CARE MEMORY HOME,multi family,2011,2012,Approved,No decision,No decision,No decision,20
2360,12480,retail,0,SITEPLAN,DOLLAR GENERAL STORE- SHEPERDS,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2361,4700,banking,0,SITEPLAN,12523 TAYLORSVILLE RD,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2362,14820,retail,0,SITEPLAN,Walgreens,commercial,2011,2013,No decision,Approved,Sent to PC,Approved,0
2363,16930,retail,0,SITEPLAN,7931 BARDSTOWN ROAD,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2364,4500,restaurant,0,SITEPLAN,7931 BARDSTOWN ROAD,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2365,0,Zoned,0,SUBDIV,SOUTHERN BAPTIST THEOLOGICAL S,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2366,0,Zoned,0,SUBDIV,BUTCHERTOWN HISTORIC PROPERTIE,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2367,0,single-family,0,SUBDIV,"BROOKFIELD SUBDIVISION, SECTIO",single family,2011,2012,No decision,No decision,No decision,No decision,0
2368,0,Zoned,0,SUBDIV,133 S. HURSTBOURNE PKWY,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2369,0,Zoned,0,SUBDIV,505 S. ENGLISH STATION RD,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2370,0,Zoned,0,SUBDIV,THIENEMAN-DIXIE HWY AND VALLEY,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2371,4145,retail,0,SITEPLAN,4028 TAYLORSVILLE RD,commercial,2011,2013,No decision,No decision,No decision,Approved,0
2372,6284,restaurant,0,SITEPLAN,LONGHORN RESTAURANT,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2373,0,Zoned,0,SUBDIV,BLUEGRASS MANOR -TACO BELL,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2374,2667,warehouse,0,SITEPLAN,4415 EAST INDIAN TRAIL,industrial,2011,2011,No decision,No decision,No decision,No decision,0
2375,0,Zoned,0,SUBDIV,HEGELE MINOR PLAT,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2376,31383,recreation,0,ZONE,SPRINGHURST TENNIS CLUB,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2377,575,auto services,0,SITEPLAN,GIORDANA CO,commercial,2011,2011,No decision,No decision,No decision,Approved,0
2378,10480,retail,0,ZONE,Beckley Pointe,commercial,2011,2012,Approved,No decision,No decision,No decision,0
2379,820,restaurant,0,ZONE,Beckley Pointe,commercial,2011,2012,Approved,No decision,No decision,No decision,0
2380,988,private club,0,ZONE,ST MARTINS BROTHERHOOD ADDITIO,commercial,2011,2012,Approved,No decision,No decision,No decision,0
2381,200,fuel kiosk,0,SITEPLAN,KROGER L-350,commercial,2011,2012,Approved,No decision,No decision,Approved,0
2382,62351,retail,0,SITEPLAN,MCMAHAN PLAZA REVISIONS,commercial,2011,2014,No decision,No decision,No decision,Approved,0
2383,228,fuel kiosk,0,SITEPLAN,MCMAHAN PLAZA REVISIONS,commercial,2011,2014,No decision,No decision,No decision,Approved,0
2384,0,Zoned,0,SUBDIV,GLENVIEW PARK,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2385,0,Zoned,0,SUBDIV,"AIR SYSTEMS, INC",minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2386,15003,retail,0,SITEPLAN,133 S HURSTBOURNE PKY,commercial,2011,2011,Approved,No decision,No decision,Approved,0
2387,4938,restaurant,0,SITEPLAN,133 S HURSTBOURNE PKY,commercial,2011,2011,Approved,No decision,No decision,Approved,0
2388,26800,retail,0,SITEPLAN,BEST BUY,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2389,0,Zoned,0,SUBDIV,DONALD AND BARBARA ROBINSON TR,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2390,10640,retail,0,SITEPLAN,DOLLAR GENERAL MEDALLION CT,commercial,2011,2012,No decision,No decision,No decision,Approved,0
2391,8000,retail,0,ZONE,FAMILY DOLLAR BARDSTOWN RD,commercial,2011,2012,No decision,Approved,Sent to PC,No decision,0
2392,0,Zoned,0,SUBDIV,SOUTHGATE OUTLOTS,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2393,91,restaurant,0,SITEPLAN,MCDONALDS MAJOR REMODEL LOUISV,commercial,2011,2013,No decision,No decision,No decision,Approved,0
2394,6750,restaurant,0,SITEPLAN,BLANKENBAKER RETAILS,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2395,0,Zoned,0,SUBDIV,JEFFERSON CENTRE,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2396,3750,restaurant,0,SITEPLAN,ZAXBY'S,commercial,2011,2011,No decision,No decision,No decision,Approved,0
2397,0,Zoned,0,SUBDIV,301 NOTTING HILL,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2398,0,Zoned,0,SUBDIV,MEIJER PROPERTY,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2399,0,bed & breakfast,6,ZONE,BASHFORD MANOR B&B,hotel,2011,2013,Approved,No decision,No decision,No decision,0
2400,0,Zoned,0,SUBDIV,TAYLORSVILLE ROAD/MELBOURNE OF,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2401,42246,retail,0,ZONE,Kroger,commercial,2011,2012,No decision,Approved,Sent to PC,No decision,0
2402,22375,restaurant,0,SITEPLAN,11000 DIXIE HWY,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2403,0,Zoned,0,SUBDIV,LDD INVESTMENTS-FOUNTAIN AVE,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2404,0,Zoned,0,SUBDIV,JEWISH HOSPITAL @ ST MARY'S HE,minorplat,2011,2012,No decision,No decision,No decision,No decision,0
2405,0,Zoned,0,SUBDIV,PORTLAND CHRISTIAN MINOR PLAT,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2406,0,Zoned,0,SUBDIV,OLD HENRY CROSSINGS,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2407,0,multi-family,0,SITEPLAN,ATTEBURY PARK,multi family,2011,2011,No decision,No decision,No decision,Approved,198
2408,0,Zoned,0,SUBDIV,JOHN R SMITH- SYCAMORE RIDGE D,minorplat,2011,2011,No decision,No decision,No decision,Approved,0
2409,0,Zoned,0,SUBDIV,HIGHVIEW BAPTIST CHURCH EAST,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2410,0,Zoned,0,SUBDIV,BUECHEL BASIN,minorplat,2011,2011,No decision,No decision,No decision,No decision,0
2411,34000,commercial,0,SITEPLAN,FALLS CITY LOFTS,commercial,2011,2011,No decision,No decision,No decision,No decision,0
2412,5900,animal shelter,0,ZONE,ANIMAL CARE SOCIETY,institutional,2011,2013,Approved,No decision,No decision,No decision,0
2413,20,restaurant,0,SITEPLAN,MCDONALDS-6701 DIXIE HWY,commercial,2011,2011,No decision,No decision,No decision,Approved,0
2414,6059,auto services,0,SITEPLAN,6 SWOPE AUTOCENTER DRIVE,commercial,2011,2011,No decision,No decision,No decision,Approved,0
2415,406640,warehouse,0,SITEPLAN,"LOUISVILLE INDUSTRIAL CENTER,",industrial,2011,2011,No decision,No decision,No decision,Approved,0
2416,200000,office,0,SITEPLAN,NUCLEUS- REVISED CATEGORY 3,commercial,2011,2011,No decision,No decision,No decision,No decision,0
